snd	9.53100585938	S	4975	0	0
rcv	11.4467773438	SA	9945	0	4976
snd	13.5559082031	A	4976	0	9946
snd	15.6079101562	D	4976	12	9946
rcv	16.1467285156	A	9946	0	4988
snd	17.4877929688	D	4988	12	9946
rcv	17.8310546875	A	9946	0	5000
snd	18.9909667969	D	5000	12	9946
rcv	19.4306640625	A	9946	0	5012
snd	20.3430175781	D	5012	12	9946
rcv	20.6459960938	A	9946	0	5024
snd	22.5200195312	D	5024	12	9946
rcv	22.8369140625	A	9946	0	5036
drop	23.0310058594	D	5036	12	9946
snd	26.7668457031	D	5036	12	9946
rcv	27.1049804688	A	9946	0	5048
snd	28.9619140625	D	5048	12	9946
rcv	29.3369140625	A	9946	0	5060
drop	29.4729003906	D	5060	12	9946
snd	38.541015625	D	5060	12	9946
rcv	38.8559570312	A	9946	0	5072
snd	44.9431152344	D	5072	12	9946
rcv	45.3579101562	A	9946	0	5084
snd	48.8291015625	D	5084	12	9946
rcv	49.2639160156	A	9946	0	5096
snd	55.634765625	D	5096	12	9946
rcv	56.0368652344	A	9946	0	5108
snd	62.1057128906	D	5108	12	9946
rcv	64.6159667969	A	9946	0	5120
snd	68.5349121094	D	5120	12	9946
rcv	70.1899414062	A	9946	0	5132
snd	72.962890625	D	5132	12	9946
rcv	73.3757324219	A	9946	0	5144
snd	80.5178222656	D	5144	12	9946
rcv	80.8488769531	A	9946	0	5156
snd	84.8579101562	D	5156	12	9946
rcv	86.169921875	A	9946	0	5168
snd	87.7707519531	D	5168	12	9946
rcv	88.1750488281	A	9946	0	5180
snd	89.9970703125	D	5180	12	9946
rcv	91.2319335938	A	9946	0	5192
snd	94.8659667969	D	5192	12	9946
rcv	97.671875	A	9946	0	5204
snd	101.272949219	D	5204	12	9946
rcv	101.765869141	A	9946	0	5216
snd	108.879882812	D	5216	12	9946
rcv	109.612792969	A	9946	0	5228
snd	110.665039062	D	5228	12	9946
rcv	110.984863281	A	9946	0	5240
snd	112.989746094	D	5240	12	9946
rcv	113.375732422	A	9946	0	5252
snd	118.161865234	D	5252	12	9946
rcv	118.556884766	A	9946	0	5264
snd	120.46484375	D	5264	12	9946
rcv	121.836914062	A	9946	0	5276
snd	124.455810547	D	5276	12	9946
rcv	124.841796875	A	9946	0	5288
snd	129.965087891	D	5288	12	9946
rcv	130.376953125	A	9946	0	5300
snd	133.846923828	D	5300	12	9946
rcv	134.204833984	A	9946	0	5312
snd	135.96484375	D	5312	12	9946
rcv	136.369873047	A	9946	0	5324
snd	144.953857422	D	5324	12	9946
rcv	145.341796875	A	9946	0	5336
snd	147.947998047	D	5336	12	9946
