snd	1.333984375	S	0	0	0
rcv	12.6166992188	SA	0	0	1
snd	13.3679199219	A	1	0	1
drop	17.5258789062	D	1	13	1
drop	28.0568847656	D	14	13	1
snd	28.8937988281	D	27	13	1
drop	29.2707519531	D	40	13	1
drop	32.9489746094	D	53	13	1
snd	34.0668945312	D	66	13	1
drop	36.9128417969	D	79	13	1
drop	37.2819824219	D	92	13	1
snd	37.8876953125	D	105	13	1
drop	41.5249023438	D	118	13	1
drop	41.9038085938	D	131	13	1
snd	42.5297851562	D	144	13	1
snd	43.0268554688	D	157	13	1
rcv	43.3527832031	A	1	0	1
rcv	43.5300292969	A	1	0	1
rcv	43.7038574219	A	1	0	1
rcv	43.8759765625	A	1	0	1
rcv	44.046875	A	1	0	1
drop	44.4038085938	D	1	13	1
drop	47.8518066406	D	14	13	1
snd	50.4406738281	D	27	13	1
drop	50.87890625	D	40	13	1
snd	51.3957519531	D	53	13	1
snd	51.8747558594	D	66	13	1
snd	53.4458007812	D	79	13	1
snd	56.4428710938	D	92	13	1
snd	56.9597167969	D	105	13	1
snd	57.4519042969	D	118	13	1
snd	59.3989257812	D	131	13	1
snd	71.6186523438	D	144	13	1
snd	83.2907714844	D	157	13	1
rcv	84.708984375	A	1	0	1
rcv	89.8098144531	A	1	0	1
rcv	91.5688476562	A	1	0	1
rcv	91.7607421875	A	1	0	1
rcv	91.9338378906	A	1	0	1
rcv	92.1088867188	A	1	0	1
rcv	92.296875	A	1	0	1
rcv	92.4709472656	A	1	0	1
rcv	94.3247070312	A	1	0	1
rcv	94.544921875	A	1	0	1
drop	94.7907714844	D	1	13	1
drop	103.250976562	D	14	13	1
drop	103.542724609	D	27	13	1
snd	108.297851562	D	40	13	1
snd	115.104003906	D	53	13	1
drop	115.572021484	D	66	13	1
snd	116.617919922	D	79	13	1
drop	116.958740234	D	92	13	1
snd	117.851806641	D	105	13	1
drop	118.177734375	D	118	13	1
drop	118.47265625	D	131	13	1
drop	118.745849609	D	144	13	1
snd	143.584960938	D	157	13	1
rcv	144.071777344	A	1	0	1
rcv	144.967773438	A	1	0	1
rcv	146.165771484	A	1	0	1
rcv	148.449951172	A	1	0	1
rcv	148.63671875	A	1	0	1
drop	148.859863281	D	1	13	1
snd	149.920898438	D	14	13	1
snd	153.246826172	D	27	13	1
snd	157.166992188	D	40	13	1
snd	159.855712891	D	53	13	1
snd	163.590820312	D	66	13	1
snd	165.648925781	D	79	13	1
drop	166.101806641	D	92	13	1
snd	167.754882812	D	105	13	1
snd	169.043945312	D	118	13	1
snd	170.039794922	D	131	13	1
drop	170.388916016	D	144	13	1
snd	172.750976562	D	157	13	1
rcv	173.216796875	A	1	0	1
rcv	173.393798828	A	1	0	1
rcv	173.566650391	A	1	0	1
rcv	173.739013672	A	1	0	1
rcv	173.913818359	A	1	0	1
rcv	174.374755859	A	1	0	1
rcv	174.567871094	A	1	0	1
rcv	174.739746094	A	1	0	1
rcv	174.912841797	A	1	0	1
rcv	175.084716797	A	1	0	1
snd	178.381835938	D	1	13	1
drop	178.785644531	D	14	13	1
drop	179.136962891	D	27	13	1
snd	181.769775391	D	40	13	1
drop	182.254638672	D	53	13	1
drop	182.548828125	D	66	13	1
snd	183.611816406	D	79	13	1
drop	184.182861328	D	92	13	1
snd	185.277832031	D	105	13	1
snd	186.21484375	D	118	13	1
snd	187.119873047	D	131	13	1
snd	188.568847656	D	144	13	1
drop	188.990722656	D	157	13	1
rcv	189.948730469	A	1	0	14
rcv	190.167724609	A	1	0	14
rcv	190.367919922	A	1	0	14
rcv	190.540771484	A	1	0	14
rcv	190.758789062	A	1	0	14
rcv	190.975830078	A	1	0	14
rcv	191.151855469	A	1	0	14
snd	192.272949219	D	14	13	1
drop	192.794677734	D	27	13	1
drop	193.101806641	D	40	13	1
drop	193.423828125	D	53	13	1
drop	193.738037109	D	66	13	1
drop	194.362792969	D	79	13	1
snd	195.696777344	D	92	13	1
snd	196.884765625	D	105	13	1
drop	197.245849609	D	118	13	1
drop	197.521972656	D	131	13	1
snd	198.681884766	D	144	13	1
snd	199.821777344	D	157	13	1
drop	200.226806641	D	170	13	1
rcv	200.536865234	A	1	0	170
rcv	200.741943359	A	1	0	170
rcv	200.941650391	A	1	0	170
rcv	201.142822266	A	1	0	170
